m_bError = False | m_ID = 1 | m_mName = Hero_mName_1 | m_SkinId = 1011 | m_PreLoadID = 1 | m_Prefabs = hero_gongjianshou | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead001 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero011 | m_LargeMap = Hero011 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 240 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2524 | m_FightHpRec = 30 | m_BaseMp = 445 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1550 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 26500 | m_PhyLevelShield = 324 | m_MagLevelShield = 170 | m_LevelHp = 13850 | m_HPLevelRec = 112 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_1 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 66 | m_mName = Hero_mName_66 | m_SkinId = 1661 | m_PreLoadID = 66 | m_Prefabs = hero_windmagic | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon09/HeroHead066 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero661_add | m_LargeMap = Hero661_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2401 | m_FightHpRec = 34 | m_BaseMp = 490 | m_FightMpRec = 21 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 715 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 310 | m_MagLevelShield = 170 | m_LevelHp = 13300 | m_HPLevelRec = 150 | m_LevelMp = 11500 | m_MPLevelRec = 105 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_66 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 67 | m_mName = Hero_mName_67 | m_SkinId = 1671 | m_PreLoadID = 67 | m_Prefabs = hero_Leomord | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon09/HeroHead067 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero671_add | m_LargeMap = Hero671_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 240 | m_BasePhyAtt = 126 | m_BaseMagAtt = 0 | m_AttSpeed = 10550 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 25 | m_MagBaseShield = 10 | m_BaseHp = 2738 | m_FightHpRec = 35 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1025 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 15000 | m_PhyLevelShield = 380 | m_MagLevelShield = 170 | m_LevelHp = 21500 | m_HPLevelRec = 225 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_67 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 68 | m_mName = Hero_mName_68 | m_SkinId = 1681 | m_PreLoadID = 68 | m_Prefabs = hero_balancemagic | m_Size = 0.7 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon09/HeroHead068 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero681_add | m_LargeMap = Hero681_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 10100 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2521 | m_FightHpRec = 34 | m_BaseMp = 540 | m_FightMpRec = 23 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 625 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 270 | m_MagLevelShield = 170 | m_LevelHp = 15100 | m_HPLevelRec = 150 | m_LevelMp = 11800 | m_MPLevelRec = 110 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_68 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 70 | m_mName = Hero_mName_70 | m_SkinId = 1701 | m_PreLoadID = 70 | m_Prefabs = hero_shuren | m_Size = 0.53 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon10/HeroHead070 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero701_add | m_LargeMap = Hero701_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 3 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 110 | m_BaseMagAtt = 0 | m_AttSpeed = 10125 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2869 | m_FightHpRec = 42 | m_BaseMp = 450 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 700 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 15000 | m_PhyLevelShield = 280 | m_MagLevelShield = 170 | m_LevelHp = 23500 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_70 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 71 | m_mName = Hero_mName_71 | m_SkinId = 1711 | m_PreLoadID = 71 | m_Prefabs = hero_jetarcher | m_Size = 0.84 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon10/HeroHead071 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero711_add | m_LargeMap = Hero711_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 245 | m_BasePhyAtt = 109 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 22 | m_MagBaseShield = 10 | m_BaseHp = 2670 | m_FightHpRec = 40 | m_BaseMp = 100 | m_FightMpRec = 0 | m_XpMax = 100 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 900 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 15000 | m_PhyLevelShield = 340 | m_MagLevelShield = 170 | m_LevelHp = 11750 | m_HPLevelRec = 116 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_71 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 72 | m_mName = Hero_mName_72 | m_SkinId = 1721 | m_PreLoadID = 72 | m_Prefabs = hero_Thalmuz | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon10/HeroHead072 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero721_add | m_LargeMap = Hero721_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 3 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 107 | m_BaseMagAtt = 0 | m_AttSpeed = 10550 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 22 | m_MagBaseShield = 10 | m_BaseHp = 2758 | m_FightHpRec = 37 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 825 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 15000 | m_PhyLevelShield = 368 | m_MagLevelShield = 170 | m_LevelHp = 21300 | m_HPLevelRec = 203 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_72 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 73 | m_mName = Hero_mName_73 | m_SkinId = 1731 | m_PreLoadID = 73 | m_Prefabs = hero_lanbote | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon10/HeroHead073 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero731_add | m_LargeMap = Hero731_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 114 | m_BaseMagAtt = 0 | m_AttSpeed = 10500 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 19 | m_MagBaseShield = 10 | m_BaseHp = 2701 | m_FightHpRec = 36 | m_BaseMp = 490 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 525 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 18000 | m_PhyLevelShield = 310 | m_MagLevelShield = 170 | m_LevelHp = 16350 | m_HPLevelRec = 150 | m_LevelMp = 11500 | m_MPLevelRec = 105 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_73 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 75 | m_mName = Hero_mName_75 | m_SkinId = 1751 | m_PreLoadID = 75 | m_Prefabs = hero_kadita | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon11/HeroHead075 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero751_add | m_LargeMap = Hero751_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 105 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 18 | m_MagBaseShield = 10 | m_BaseHp = 2491 | m_FightHpRec = 34 | m_BaseMp = 495 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 525 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 17000 | m_PhyLevelShield = 320 | m_MagLevelShield = 170 | m_LevelHp = 14220 | m_HPLevelRec = 150 | m_LevelMp = 10900 | m_MPLevelRec = 102 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_75 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 400 | m_mName = Hero_mName_400 | m_SkinId = 1011 | m_PreLoadID = 1 | m_Prefabs = hero_gongjianshou | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead001 | m_HeadExt =  | m_SmallMap = Hero011 | m_LargeMap = Hero011 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 265 | m_BasePhyAtt = 109 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 24 | m_MagBaseShield = 10 | m_BaseHp = 2673 | m_FightHpRec = 49 | m_BaseMp = 462 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 765 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 35000 | m_PhyLevelShield = 384 | m_MagLevelShield = 170 | m_LevelHp = 22600 | m_HPLevelRec = 229 | m_LevelMp = 10000 | m_MPLevelRec = 99 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_400 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 401 | m_mName = Hero_mName_401 | m_SkinId = 1021 | m_PreLoadID = 2 | m_Prefabs = hero_fuwang | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead002 | m_HeadExt =  | m_SmallMap = Hero021 | m_LargeMap = Hero021 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 270 | m_MoveSpeed = 235 | m_BasePhyAtt = 105 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 13 | m_MagBaseShield = 10 | m_BaseHp = 2302 | m_FightHpRec = 32 | m_BaseMp = 570 | m_FightMpRec = 25 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 565 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 13000 | m_HPLevelRec = 150 | m_LevelMp = 11000 | m_MPLevelRec = 118 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_401 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 402 | m_mName = Hero_mName_402 | m_SkinId = 1031 | m_PreLoadID = 3 | m_Prefabs = hero_shikongjianhao | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead003 | m_HeadExt =  | m_SmallMap = Hero031 | m_LargeMap = Hero031 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 265 | m_BasePhyAtt = 121 | m_BaseMagAtt = 0 | m_AttSpeed = 10875 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 18 | m_MagBaseShield = 10 | m_BaseHp = 2465 | m_FightHpRec = 35 | m_BaseMp = 486 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1150 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 325 | m_MagLevelShield = 170 | m_LevelHp = 17960 | m_HPLevelRec = 225 | m_LevelMp = 10200 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_402 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 403 | m_mName = Hero_mName_403 | m_SkinId = 1041 | m_PreLoadID = 4 | m_Prefabs = hero_xixuegui | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead004 | m_HeadExt =  | m_SmallMap = Hero041_add | m_LargeMap = Hero041_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 116 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 21 | m_MagBaseShield = 10 | m_BaseHp = 2397 | m_FightHpRec = 36 | m_BaseMp = 493 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 505 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 360 | m_MagLevelShield = 170 | m_LevelHp = 15750 | m_HPLevelRec = 150 | m_LevelMp = 11000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_403 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 404 | m_mName = Hero_mName_404 | m_SkinId = 1051 | m_PreLoadID = 5 | m_Prefabs = hero_nana | m_Size = 0.7 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead005 | m_HeadExt =  | m_SmallMap = Hero051_add | m_LargeMap = Hero051_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 10800 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2325 | m_FightHpRec = 34 | m_BaseMp = 510 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 685 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 35000 | m_PhyLevelShield = 320 | m_MagLevelShield = 170 | m_LevelHp = 14250 | m_HPLevelRec = 150 | m_LevelMp = 11000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_404 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 405 | m_mName = Hero_mName_405 | m_SkinId = 1061 | m_PreLoadID = 6 | m_Prefabs = hero_snow | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead006 | m_HeadExt =  | m_SmallMap = Hero061_add | m_LargeMap = Hero061_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 265 | m_BasePhyAtt = 119 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 25 | m_MagBaseShield = 10 | m_BaseHp = 2706 | m_FightHpRec = 42 | m_BaseMp = 450 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 675 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 530 | m_MagLevelShield = 170 | m_LevelHp = 27200 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_405 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
